Folder,Area,Width,Height,Alpha,Ep,K,N
Files_5692365413193274252,286,13,22,79.94745517,0.1,0.71092182,2
Files_8114694255464600260,286,13,22,78.31493684,0.1,0.7530707,2
Files_-3947028683149420675,286,13,22,76.70142967,0.1,0.81860095,2
Files_-2745398560943468626,286,13,22,75.10911463,0.1,0.88279627,2
Files_1344057998052226100,286,13,22,73.53998519,0.1,1.37800013,1
Files_-5263743053112270519,286,13,22,71.99583839,0.1,1.43279588,1
Files_3717360148357995712,286,13,22,70.47826972,0.1,1.4677232,1
Files_-2491885147489700894,286,13,22,68.98867135,0.1,1.47652884,1
Files_6377787586498405967,286,13,22,67.52823367,0.1,1.47072702,1
Files_-4846701319081979733,299,13,23,80.37616792,0.1,0.75364338,2
Files_1550724563637541384,299,13,23,78.80988287,0.1,1.17825686,1
Files_-6284464024561659924,299,13,23,77.26035321,0.1,1.28009222,1
Files_8603637637358840010,299,13,23,75.72953901,0.1,1.36532463,1
Files_-6569447259012540809,299,13,23,74.21924669,0.1,1.40296849,1
Files_-215918130175770504,299,13,23,72.73112073,0.1,1.47786232,1
Files_-2411771215953796807,299,13,23,71.26663836,0.1,1.50279,1
Files_1164439221339064052,299,13,23,69.8271069,0.1,1.5223339,1
Files_-8699552427591790998,299,13,23,68.41366375,0.1,1.50965523,1
Files_824815035359520402,312,13,24,80.77011376,0.1,0.7258453,2
Files_-9106997743702383238,312,13,24,79.26507612,0.1,0.79955249,2
Files_1797376581942962497,312,13,24,77.77487732,0.1,0.88073438,2
Files_5066161284888866218,312,13,24,76.30128299,0.1,1.38766715,1
Files_2906144342993990175,312,13,24,74.84593195,0.1,1.45412317,1
Files_1886628740962391616,312,13,24,73.41032874,0.1,1.50895822,1
Files_2149347752111871840,312,13,24,71.99583839,0.1,1.54919503,1
Files_-5361433835681140843,312,13,24,70.60368333,0.1,1.55364349,1
Files_-2343674719440550385,312,13,24,69.23494238,0.1,1.54312458,1
Files_-9146921795849847696,325,13,25,81.13332396,0.1,0.75536818,2
Files_-7513902637171264728,325,13,25,79.6850698,0.1,0.82002992,2
Files_-6517296735233993383,325,13,25,78.25001643,0.1,1.34118939,1
Files_5986249089723092252,325,13,25,76.8297581,0.1,1.42269134,1
Files_-9002552823288533397,325,13,25,75.4257838,0.1,1.46832391,1
Files_2856994360547562051,325,13,25,74.03947051,0.1,1.54335176,1
Files_8275287408143705844,325,13,25,72.67207822,0.1,1.58374777,1
Files_917634952277292748,325,13,25,71.32474674,0.1,1.58691716,1
Files_3602735135089772773,325,13,25,69.99849406,0.1,1.57213673,1
Files_-2372557313418764590,338,13,26,81.46923439,0.1,1.12558352,1
Files_-1017466079314486605,338,13,26,80.07375449,0.1,1.26095191,1
Files_-8766881154501924126,338,13,26,78.69006753,0.1,1.37124483,1
Files_-1730633066067481429,338,13,26,77.31961651,0.1,1.45210218,1
Files_7790847085039683632,338,13,26,75.96375653,0.1,1.52434882,1
Files_-5422435029584020881,338,13,26,74.62374875,0.1,1.57842171,1
Files_4829111825172310843,338,13,26,73.30075577,0.1,1.60836536,1
Files_-3153730318565714715,338,13,26,71.99583839,0.1,1.61666191,1
Files_-6007815230718672755,338,13,26,70.70995378,0.1,1.59808043,1
Files_8828183173795526907,351,13,27,81.78079075,0.1,0.77733984,2
Files_-595656306726068958,351,13,27,80.43447326,0.1,1.28554214,1
Files_-9128856713193051773,351,13,27,79.09873235,0.1,1.40063528,1
Files_-5942759335474869751,351,13,27,77.77487732,0.1,1.48164679,1
Files_-6416285035649493926,351,13,27,76.46414363,0.1,1.55600975,1
Files_6031330882003314225,351,13,27,75.16768751,0.1,1.59560028,1
Files_3486276840187909120,351,13,27,73.88658177,0.1,1.63751836,1
Files_2078563088361281262,351,13,27,72.62181267,0.1,1.6430672,1
Files_-4226304207811991959,351,13,27,71.37427792,0.1,1.62425007,1
Files_-722357890939581165,364,13,28,82.07053237,0.1,0.7928395,2
Files_2934827769906076206,364,13,28,80.77011376,0.1,1.31522568,1
Files_4206848831849965702,364,13,28,79.47921569,0.1,1.41846407,1
Files_-4404494603151076081,364,13,28,78.19902899,0.1,1.50709797,1
Files_-4803462124973524678,364,13,28,76.9306821,0.1,1.55810433,1
Files_-5659409842804336399,364,13,28,75.67523637,0.1,1.62635358,1
Files_-8779868104897387954,364,13,28,74.43368218,0.1,1.655732,1
Files_5596305141303649687,364,13,28,73.206936,0.1,1.66759208,1
Files_-2786668801976429181,364,13,28,71.99583839,0.1,1.64202937,1
Files_2522127760618770781,377,13,29,82.34065953,0.1,1.20882844,1
Files_7987672574009777245,377,13,29,81.08318259,0.1,1.32113308,1
Files_3188398993011089727,377,13,29,79.83430512,0.1,1.44093012,1
Files_6017153473489780069,377,13,29,78.59511272,0.1,1.51745842,1
Files_8322524767142232838,377,13,29,77.36663806,0.1,1.58079202,1
Files_-4298216651702877373,377,13,29,76.14985666,0.1,1.64260296,1
Files_5993364666971223649,377,13,29,74.94568344,0.1,1.68559435,1
Files_-4744776489057660681,377,13,29,73.75496997,0.1,1.69761348,1
Files_-6531547535831947768,377,13,29,72.57850245,0.1,1.66243631,1
Files_-7421659970588357560,390,13,30,82.59308787,0.1,1.23462613,1
Files_-159653585095727498,390,13,30,81.37586565,0.1,1.36046086,1
Files_-4244073485404419566,390,13,30,80.16643604,0.1,1.46395918,1
Files_-528607496661397303,390,13,30,78.965791,0.1,1.54346255,1
Files_-5794046137172436382,390,13,30,77.77487732,0.1,1.61322891,1
Files_7584293240621266289,390,13,30,76.59459295,0.1,1.66572972,1
Files_8688183761030233161,390,13,30,75.4257838,0.1,1.69896108,1
Files_7102316338025551401,390,13,30,74.26924132,0.1,1.70958183,1
Files_-5416023100829152239,390,13,30,73.12570046,0.1,1.67443637,1
Files_-907247284110104503,403,13,31,82.82949277,0.1,1.25157115,1
Files_7984747852019706835,403,13,31,81.65007741,0.1,1.37162913,1
Files_7305743059710700437,403,13,31,80.47774499,0.1,1.47203257,1
Files_-6885818113047176358,403,13,31,79.31340392,0.1,1.55788485,1
Files_4164869538787636920,403,13,31,78.15792388,0.1,1.61283455,1
Files_-7288747436330038375,403,13,31,77.01213262,0.1,1.68111968,1
Files_-1804438985680536132,403,13,31,75.87681308,0.1,1.71080418,1
Files_6079736424558351437,403,13,31,74.75270111,0.1,1.7201559,1
Files_-7622839804833459302,403,13,31,73.64048365,0.1,1.68950003,1
Files_-5543537574295645642,416,13,32,83.05134563,0.1,1.26185901,1
Files_334041313559079078,416,13,32,81.90750152,0.1,1.3808981,1
Files_-2844008611267633607,416,13,32,80.77011376,0.1,1.48722703,1
Files_-2077958066152820825,416,13,32,79.64001601,0.1,1.5696377,1
Files_4571578952194640058,416,13,32,78.51800865,0.1,1.64379374,1
Files_8907009971278346983,416,13,32,77.40485582,0.1,1.69512125,1
Files_-3001019744722655919,416,13,32,76.30128299,0.1,1.72980035,1
Files_3364887033586878112,416,13,32,75.20797477,0.1,1.73296972,1
Files_5226620773552863629,416,13,32,74.12557324,0.1,1.70408284,1
Files_1389425700254481320,429,13,33,83.2599439,0.1,1.27102935,1
Files_1199021956782023585,429,13,33,82.14962434,0.1,1.39942694,1
Files_-2447495527041802109,429,13,33,81.04520587,0.1,1.50218519,1
Files_840037150045099038,429,13,33,79.94745517,0.1,1.59303114,1
Files_3848116866151129412,429,13,33,78.85711014,0.1,1.65530017,1
Files_3580344204295828412,429,13,33,77.77487732,0.1,1.7144628,1
Files_8930707630187677687,429,13,33,76.70142967,0.1,1.74138219,1
Files_-5648348596180295075,429,13,33,75.63740461,0.1,1.75214175,1
Files_6427276947127740263,429,13,33,74.58340246,0.1,1.71421344,1
Files_-7284341705416120814,442,13,34,83.4564359,0.1,1.28265568,1
Files_-837504937961657849,442,13,34,82.37776283,0.1,1.39916019,1
Files_-1415119942941968347,442,13,34,81.30449712,0.1,1.51804173,1
Files_9146733080701139883,442,13,34,80.23734527,0.1,1.60675843,1
Files_-5827643574882227136,442,13,34,79.17698877,0.1,1.677394,1
Files_-3629626612090742684,442,13,34,78.12408191,0.1,1.72428633,1
Files_-3156292055823578913,442,13,34,77.07924966,0.1,1.75616259,1
Files_-6001507328260079594,442,13,34,76.04308605,0.1,1.75965667,1
Files_-6527091396052435208,442,13,34,75.01615258,0.1,1.7212479,1
Files_-397264493772036679,455,13,35,83.64184156,0.1,1.28954843,1
Files_-3350347699797679321,455,13,35,82.59308787,0.1,1.41812747,1
Files_3703338989259970597,455,13,35,81.54930111,0.1,1.53047492,1
Files_-8164612484528138581,455,13,35,80.51113354,0.1,1.61477829,1
Files_-1423274351021310742,455,13,35,79.47921569,0.1,1.68292851,1
Files_3993504171487063820,455,13,35,78.45415431,0.1,1.73889958,1
Files_-5766525698541039614,455,13,35,77.4365306,0.1,1.76786756,1
Files_-1435045498944555743,455,13,35,76.42689859,0.1,1.76670737,1
Files_8361138648836543272,455,13,35,75.4257838,0.1,1.72856116,1
Files_6450621940475785650,468,13,36,83.81706983,0.1,1.29586039,1
Files_8177764490050517038,468,13,36,82.79664389,0.1,1.43229121,1
Files_-7835593277561158794,468,13,36,81.78079075,0.1,1.53936851,1
Files_-5132353259705445931,468,13,36,80.77011376,0.1,1.62743179,1
Files_-3304269727791889047,468,13,36,79.76519724,0.1,1.7030253,1
Files_-8824756138399630947,468,13,36,78.76660472,0.1,1.74434316,1
Files_-4159791713122003836,468,13,36,77.77487732,0.1,1.77581659,1
Files_8371606664490009721,468,13,36,76.7905323,0.1,1.77937307,1
Files_-5791638528093272039,468,13,36,75.81406182,0.1,1.73408267,1
Files_3263866969883347174,481,13,37,83.9829333,0.1,1.31869851,1
Files_-4308093652531050274,481,13,37,82.98936536,0.1,1.43053234,1
Files_3435864308102664048,481,13,37,82.00001653,0.1,1.5461817,1
Files_-7767693804345878159,481,13,37,81.01544588,0.1,1.64029509,1
Files_4097099661536341826,481,13,37,80.03619581,0.1,1.70475634,1
Files_-4691348362005307399,481,13,37,79.06279047,0.1,1.75178263,1
Files_-3226985329987855568,481,13,37,78.09573428,0.1,1.78289014,1
Files_-5834621755978997232,481,13,37,77.13551066,0.1,1.78750657,1
Files_3447437198061100867,481,13,37,76.18258085,0.1,1.73467884,1
Files_7781101858451258322,494,13,38,84.14016057,0.1,1.32434039,1
Files_7337197268470622734,494,13,38,83.17209085,0.1,1.44270215,1
Files_3652619202426940601,494,13,38,82.20792192,0.1,1.54437311,1
Files_5759792196754504258,494,13,38,81.24817274,0.1,1.63823172,1
Files_8649385427752001795,494,13,38,80.29334759,0.1,1.70375113,1
Files_-3776395958696159775,494,13,38,79.34393467,0.1,1.76573523,1
Files_-2120395170423339140,494,13,38,78.40040478,0.1,1.79189116,1
Files_-4345121969316620872,494,13,38,77.46321015,0.1,1.78813617,1
Files_-5425038361928846939,494,13,38,76.53278343,0.1,1.73970271,1
Files_-7544669162372046046,507,13,39,84.28940686,0.1,1.32299669,1
Files_9094800964879116707,507,13,39,83.34557495,0.1,1.4453917,1
Files_8430255624822061686,507,13,39,82.40535663,0.1,1.56273117,1
Files_-6368426072239608488,507,13,39,81.46923439,0.1,1.63764135,1
Files_-3313508530596333147,507,13,39,80.53767779,0.1,1.71628736,1
Files_6952295759185202780,507,13,39,79.61114218,0.1,1.76947005,1
Files_5683994160386783592,507,13,39,78.69006753,0.1,1.79621357,1
Files_6546816443169715532,507,13,39,77.77487732,0.1,1.79477094,1
Files_-8929695141241750975,507,13,39,76.86597769,0.1,1.74618193,1
Files_-5479191587825353055,520,13,40,84.43126292,0.1,1.32639999,1
Files_2803781620323166196,520,13,40,83.51049851,0.1,1.4587273,1
Files_-3677392811991369210,520,13,40,82.59308787,0.1,1.5685128,1
Files_6373587348669225326,520,13,40,81.67948033,0.1,1.6544533,1
Files_-3022340525158890127,520,13,40,80.77011376,0.1,1.72376292,1
Files_-9008902243357879965,520,13,40,79.86541344,0.1,1.77587063,1
Files_-1182697721048777081,520,13,40,78.965791,0.1,1.79633089,1
Files_-4282449617941477967,520,13,40,78.07164345,0.1,1.79770735,1
Files_463198096100140314,520,13,40,77.18335235,0.1,1.74630862,1
Files_-3697630497931940075,533,13,41,84.56626279,0.1,1.33968777,1
Files_155966607491854376,533,13,41,83.66747735,0.1,1.46295169,1
Files_-8257914300642271100,533,13,41,82.77181009,0.1,1.57100339,1
Files_4355303524959867173,533,13,41,81.87968009,0.1,1.65831649,1
Files_4368258321642189362,533,13,41,80.99149626,0.1,1.72694011,1
Files_5226213928230242179,533,13,41,80.10765631,0.1,1.78096702,1
Files_2472995279065941596,533,13,41,79.22854584,0.1,1.80574857,1
Files_2513819161488183603,533,13,41,78.3545374,0.1,1.79426633,1
Files_555602529357308304,533,13,41,77.48598975,0.1,1.7434841,1
Files_-141550937207844038,546,13,42,84.69489039,0.1,1.34536732,1
Files_8927696191611626988,546,13,42,83.81706983,0.1,1.46697679,1
Files_-2445908215724437872,546,13,42,82.94215335,0.1,1.57549083,1
Files_5131922002203962989,546,13,42,82.07053237,0.1,1.66248244,1
Files_3202503077721350734,546,13,42,81.20258929,0.1,1.72909321,1
Files_-3323531374265805276,546,13,42,80.33869653,0.1,1.77826358,1
Files_-8385615348716041760,546,13,42,79.47921569,0.1,1.80245579,1
Files_3501080368279730396,546,13,42,78.62449674,0.1,1.79403233,1
Files_5363311826648694327,546,13,42,77.77487732,0.1,1.7411257,1
Files_8882091487129684869,559,13,43,84.8175853,0.1,1.34442107,1
Files_-5361832812898816143,559,13,43,83.95978342,0.1,1.47182227,1
Files_-1598650194731745671,559,13,43,83.10469059,0.1,1.57250132,1
Files_2492716269447183219,559,13,43,82.25267295,0.1,1.66400717,1
Files_-7114830731366681038,559,13,43,81.40408856,0.1,1.73423629,1
Files_8607309656211638236,559,13,43,80.55928661,0.1,1.78471098,1
Files_3185471668727626556,559,13,43,79.71860657,0.1,1.80955013,1
Files_-726446033105666734,559,13,43,78.88237754,0.1,1.80133653,1
Files_6866991221248733961,559,13,43,78.05091756,0.1,1.73667794,1
Files_7063494650831650294,168,14,12,70.70995378,0.1,0.43506836,1
Files_-1302957177969444813,168,14,12,67.78816931,0.1,0.47986095,1
Files_5017071333998132188,168,14,12,64.98310652,0.1,0.49427071,2
Files_6986390017196573498,168,14,12,62.30052719,0.1,0.46607911,2
Files_-2147479321998317214,168,14,12,59.74356284,0.1,0.48706517,2
Files_6950657334209349281,168,14,12,57.31306346,0.1,0.51863586,2
Files_-5470580312154112884,168,14,12,55.0079798,0.1,0.52988045,2
Files_-2099690902556829366,168,14,12,52.82574517,0.1,0.56258995,2
Files_-6044862728609458202,168,14,12,50.76263289,0.1,0.55233668,2
Files_-5586853702890743498,182,14,13,72.09555249,0.1,0.41300921,2
Files_-3375389308200970151,182,14,13,69.34741607,0.1,0.49031676,2
Files_4566366105179117737,182,14,13,66.69510946,0.1,0.54537131,2
Files_2183622164208437766,182,14,13,64.14445781,0.1,0.55976286,2
Files_4409375537599750461,182,14,13,61.69924423,0.1,0.55380144,2
Files_-4971869830902317844,182,14,13,59.36141466,0.1,0.5730259,2
Files_-3712774783794475417,182,14,13,57.13132107,0.1,0.59585051,2
Files_-7549298410282219557,182,14,13,55.0079798,0.1,0.63927795,2
Files_-7598698080297905825,182,14,13,52.98932677,0.1,0.62987586,2
Files_3502417035362457898,196,14,14,73.30075577,0.1,0.45309149,2
Files_-3970158617653758963,196,14,14,70.70995378,0.1,0.53651484,2
Files_-2070956933927440458,196,14,14,68.19859051,0.1,0.58383645,2
Files_-455942753359529600,196,14,14,65.77225468,0.1,0.58665584,2
Files_-5225199949753632336,196,14,14,63.43494882,0.1,0.60518047,2
Files_5104177620159341823,196,14,14,61.18920626,0.1,0.65684997,2
Files_-7148955144012785892,196,14,14,59.03624347,0.1,0.66853696,2
Files_7659106920951433813,196,14,14,56.97613244,0.1,0.69272898,2
Files_-2097507141302199633,196,14,14,55.0079798,0.1,0.69781667,2
Files_5429662129959744833,210,14,15,74.35775354,0.1,0.49144421,2
Files_6776801445865310277,210,14,15,71.90951063,0.1,0.60603247,2
Files_5236469455556551546,210,14,15,69.52772048,0.1,0.60823294,2
Files_-8731452743087517420,210,14,15,67.21759427,0.1,0.64498342,2
Files_2947075003847172029,210,14,15,64.98310652,0.1,0.66982412,2
Files_-2997585384114056201,210,14,15,62.82705885,0.1,0.69429246,2
Files_-2845476135610642580,210,14,15,60.75117366,0.1,0.73407277,2
Files_-4182314714565763889,210,14,15,58.75620767,0.1,0.74843358,2
Files_7577652310332320581,210,14,15,56.84207612,0.1,0.75052312,2
Files_-6800880042937678366,224,14,16,75.2916961,0.1,0.5402962,2
Files_7395348025588193426,224,14,16,72.97279266,0.1,0.59020302,2
Files_9173507385378206098,224,14,16,70.70995378,0.1,0.65957164,2
Files_1649577733380975420,224,14,16,68.50795997,0.1,0.6831115,2
Files_-2615138675501461214,224,14,16,66.37062227,0.1,0.73197907,2
Files_-831600344282060517,224,14,16,64.30081408,0.1,0.76402464,2
Files_-5668663436206332226,224,14,16,62.30052719,0.1,0.77569798,2
Files_-5621053349583675677,224,14,16,60.37094559,0.1,0.78178912,2
Files_8680904922291881330,224,14,16,58.51253064,0.1,0.81356638,2
Files_6010396053454065858,238,14,17,76.1224702,0.1,0.57520237,2
Files_8471549997988734896,238,14,17,73.92115144,0.1,0.64722685,2
Files_2511532018099257994,238,14,17,71.76750892,0.1,0.7132333,2
Files_-3940023310795379236,238,14,17,69.66588697,0.1,0.74999788,2
Files_4934840597709163117,238,14,17,67.61986495,0.1,0.7748857,2
Files_-6815193400750628635,238,14,17,65.63227016,0.1,0.80582097,2
Files_5821645492922668216,238,14,17,63.70520993,0.1,0.8267138,2
Files_314402629314259529,238,14,17,61.84011872,0.1,0.83457393,2
Files_3217278621772701926,238,14,17,60.0378159,0.1,0.86955733,2
Files_-786157034809437481,252,14,18,76.86597769,0.1,0.61949004,2
Files_-5223542872769378876,252,14,18,74.77181866,0.1,0.68264118,2
Files_6813436982555520121,252,14,18,72.71850163,0.1,0.73324812,2
Files_-1860145883107203159,252,14,18,70.70995378,0.1,0.78556011,2
Files_5552150952058397755,252,14,18,68.74949449,0.1,0.84582612,2
Files_-7886387828993004050,252,14,18,66.83983723,0.1,0.89019034,2
Files_7494145585133973526,252,14,18,64.98310652,0.1,0.8783787,2
Files_2064784585000068674,252,14,18,63.18086721,0.1,0.88212169,2
Files_6328302937129789538,252,14,18,61.43416321,0.1,0.91595724,2
Files_-6683749698489687792,266,14,19,77.53506716,0.1,0.66213428,2
Files_-6028141053097979233,266,14,19,75.53882653,0.1,0.72482529,2
Files_-3689427614960878905,266,14,19,73.5778125,0.1,0.79473559,2
Files_456093222255608208,266,14,19,71.65556576,0.1,0.82230437,2
Files_4680126885933516007,266,14,19,69.77514057,0.1,0.87548187,2
Files_5211233909201942149,266,14,19,67.93910053,0.1,0.93148241,2
Files_1597704562651711827,266,14,19,66.14952609,0.1,0.9159457,2
Files_-725690175047018142,266,14,19,64.40803198,0.1,0.92497249,2
Files_5075840777576176368,266,14,19,62.71579271,0.1,0.92016968,2
Files_3970772761021549206,280,14,20,78.14022088,0.1,0.6921789,2
Files_-3829740208564788369,280,14,20,76.23369931,0.1,0.73570095,2
Files_-567522569500817145,280,14,20,74.35775354,0.1,0.82252989,2
Files_-2883334607044005560,280,14,20,72.51557268,0.1,0.85838412,2
Files_3394671004204496285,280,14,20,70.70995378,0.1,0.91545692,2
Files_880403885190133490,280,14,20,68.94329441,0.1,0.95698514,2
Files_-3327922657473384607,280,14,20,67.21759427,0.1,0.96916647,2
Files_-1937844304214454881,280,14,20,65.53446489,0.1,0.99274444,2
Files_-7833947821215545458,280,14,20,63.89514599,0.1,1.42325433,1
Files_6087396349401264838,294,14,21,78.69006753,0.1,0.72640418,2
Files_-8526292952227269729,294,14,21,76.86597769,0.1,0.7798673,2
Files_4520860848313928573,294,14,21,75.06858282,0.1,0.86021557,2
Files_5635002638350316319,294,14,21,73.30075577,0.1,0.91792369,2
Files_5956303206734257512,294,14,21,71.56505118,0.1,0.96722155,2
Files_-6207662968986848658,294,14,21,69.86369657,0.1,0.97560754,2
Files_-7701080116798716902,294,14,21,68.19859051,0.1,1.00932429,2
Files_-4023529274763226416,294,14,21,66.57130719,0.1,1.45383564,1
Files_6800038956350998103,294,14,21,64.98310652,0.1,1.45984952,1
Files_28985589103567050,308,14,22,79.19176906,0.1,0.74256009,2
Files_8825395917125110529,308,14,22,77.44361973,0.1,0.80649308,2
Files_-8614011897231514244,308,14,22,75.71890426,0.1,0.87238036,2
Files_-1849727775534359424,308,14,22,74.02021288,0.1,0.93002699,2
Files_-8513025853646029744,308,14,22,72.34987578,0.1,0.98140017,2
Files_-7638982264280912972,308,14,22,70.70995378,0.1,1.48000828,1
Files_-5465946404398086539,308,14,22,69.1022345,0.1,1.02291023,2
Files_-189396001152135271,308,14,22,67.52823367,0.1,1.52544567,1
Files_5415877417657567191,308,14,22,65.98920094,0.1,1.51828769,1
Files_7510828166149654327,322,14,23,79.65131591,0.1,0.76284288,2
Files_-4280629429613906855,322,14,23,77.97331035,0.1,0.82849786,2
Files_5977094996145202506,322,14,23,76.31598025,0.1,0.92128534,2
Files_6207709968910543166,322,14,23,74.68166421,0.1,0.97834361,2
Files_4904268612314843548,322,14,23,73.07248694,0.1,1.10305108,2
Files_-6820493574267035707,322,14,23,71.49035007,0.1,1.52945494,1
Files_4962128283324224548,322,14,23,69.93692733,0.1,1.56102528,1
Files_-8220706726607475411,322,14,23,68.41366375,0.1,1.5717457,1
Files_3008747247480402581,322,14,23,66.92177859,0.1,1.55923211,1
Files_-7951711183554313377,336,14,24,80.07375449,0.1,0.7937895,2
Files_-4816500639954487562,336,14,24,78.46070214,0.1,0.86129432,2
Files_6578672587048817767,336,14,24,76.86597769,0.1,0.94690919,2
Files_7977040384144719241,336,14,24,75.2916961,0.1,0.9967919,2
Files_-4049650490234160583,336,14,24,73.73979529,0.1,1.04383342,2
Files_-1958266676059287066,336,14,24,72.21202746,0.1,1.05991942,2
Files_5504683738751052089,336,14,24,70.70995378,0.1,1.5935263,1
Files_3865746179351587904,336,14,24,69.23494238,0.1,1.60507451,1
Files_4184261198584813807,336,14,24,67.78816931,0.1,1.59131365,1
Files_-9198893917701236894,350,14,25,80.46336424,0.1,0.79631698,2
Files_-7290130487353121223,350,14,25,78.91060446,0.1,0.88283086,2
Files_-5060399264674062107,350,14,25,77.37416312,0.1,0.95116819,2
Files_8757733387015197878,350,14,25,75.85595651,0.1,1.03798144,2
Files_4346609528375269886,350,14,25,74.35775354,0.1,1.08519431,2
Files_-1304583214063034989,350,14,25,72.88116766,0.1,1.0891761,2
Files_-1583464725934160792,350,14,25,71.42765149,0.1,1.63091176,1
Files_-7791768212742231762,350,14,25,69.99849406,0.1,1.64012307,1
Files_-2267028829268331715,350,14,25,68.59482057,0.1,1.63194923,1
Files_2848775103572667592,364,14,26,80.82379666,0.1,0.82551384,2
Files_2149022250195275323,364,14,26,79.32713296,0.1,1.30190997,1
Files_8115003137435738410,364,14,26,77.8450583,0.1,1.41074341,1
Files_-5610654391491554081,364,14,26,76.37931247,0.1,1.03053086,2
Files_-6206131944270866404,364,14,26,74.93151184,0.1,1.07399931,2
Files_8310075168466812734,364,14,26,73.50314199,0.1,1.64075157,1
Files_-1693873345991321779,364,14,26,72.09555249,0.1,1.66784764,1
Files_-5528969529734357168,364,14,26,70.70995378,0.1,1.67944745,1
Files_517591048698451568,364,14,26,69.34741607,0.1,1.65827631,1
Files_-3715622139996389475,378,14,27,81.15818544,0.1,0.86273785,2
Files_-1604765759585361724,378,14,27,79.71382882,0.1,0.92336526,2
Files_5069264617608510233,378,14,27,78.2825653,0.1,0.98829862,2
Files_-6892038528176837183,378,14,27,76.86597769,0.1,1.52678548,1
Files_-4849897317366418347,378,14,27,75.46554492,0.1,1.58777952,1
Files_7013076950269959332,378,14,27,74.0826353,0.1,1.65903901,1
Files_707555489188120419,378,14,27,72.71850163,0.1,1.69547769,1
Files_-3747458506827676372,378,14,27,71.37427792,0.1,1.70846689,1
Files_-7163589843381850465,378,14,27,70.05097782,0.1,1.68417283,1
Files_-194432281021708895,392,14,28,81.46923439,0.1,0.853493,2
Files_-5841698449007757573,392,14,28,80.07375449,0.1,0.9458742,2
Files_4855630549514356522,392,14,28,78.69006753,0.1,1.48262308,1
Files_7493521254964431091,392,14,28,77.31961651,0.1,1.55233995,1
Files_-8477771956272812289,392,14,28,75.96375653,0.1,1.6258411,1
Files_8200076674432259767,392,14,28,74.62374875,0.1,1.68916179,1
Files_-7757829330380094990,392,14,28,73.30075577,0.1,1.72926526,1
Files_-975605286168659020,392,14,28,71.99583839,0.1,1.73766895,1
Files_7614696473297607893,392,14,28,70.70995378,0.1,1.71612706,1
Files_-4011065978533630041,406,14,29,81.75928817,0.1,0.86788644,2
Files_-8392586710272392677,406,14,29,80.40957118,0.1,1.40503216,1
Files_-8788466689494942593,406,14,29,79.070512,0.1,1.50330211,1
Files_-3015251744609857916,406,14,29,77.74342896,0.1,1.58800647,1
Files_-8834735599249752301,406,14,29,76.42956561,0.1,1.65364298,1
Files_6020527366214545348,406,14,29,75.13008535,0.1,1.72103072,1
Files_-6822677934558446701,406,14,29,73.84606715,0.1,1.74654198,1
Files_-322126637039809479,406,14,29,72.57850245,0.1,1.75434321,1
Files_7164776856607574227,406,14,29,71.32829311,0.1,1.7297822,1
Files_-7119742517059074530,420,14,30,82.03038961,0.1,0.87093953,2
Files_-4550740886748899151,420,14,30,80.72360179,0.1,1.391561,1
Files_2200533823925015114,420,14,30,79.42647658,0.1,1.51997813,1
Files_-2842855038370748443,420,14,30,78.14022088,0.1,1.60830939,1
Files_-2344967946890035686,420,14,30,76.86597769,0.1,1.67036033,1
Files_-8778131882509048867,420,14,30,75.60482134,0.1,1.72511876,1
Files_4019564416181579997,420,14,30,74.35775354,0.1,1.77524625,1
Files_-4937177399844836652,420,14,30,73.12570046,0.1,1.77890204,1
Files_5366703732087145441,420,14,30,71.90951063,0.1,1.75260705,1
Files_7969157086358871524,434,14,31,82.28432644,0.1,1.30833777,1
Files_-8321693348355662076,434,14,31,81.01788262,0.1,0.96471092,2
Files_7103487670067833054,434,14,31,79.76022537,0.1,1.53997402,1
Files_3843579411308221549,434,14,31,78.51246183,0.1,1.62730862,1
Files_-2979014140416249530,434,14,31,77.27564431,0.1,1.70882735,1
Files_5742008003948525842,434,14,31,76.050766,0.1,1.75143531,1
Files_-5702156680758775172,434,14,31,74.83875742,0.1,1.78410073,1
Files_-7143994103849143715,434,14,31,73.64048365,0.1,1.79265585,1
Files_4397442136671437320,434,14,31,72.45674228,0.1,1.76700869,1
Files_-937592057067633848,448,14,32,82.52266969,0.1,1.31740487,1
Files_-1050714823083917901,448,14,32,81.29420582,0.1,1.445647,1
Files_-3731685714461201769,448,14,32,80.07375449,0.1,1.56158887,1
Files_-2024605286822392103,448,14,32,78.86233333,0.1,1.64441162,1
Files_-2639162340302237392,448,14,32,77.66091272,0.1,1.71285014,1
Files_3228770437299749254,448,14,32,76.47041197,0.1,1.76799833,1
Files_-6249678220471720767,448,14,32,75.2916961,0.1,1.80366645,1
Files_878146714355715919,448,14,32,74.12557324,0.1,1.80952951,1
Files_7946549848054151025,448,14,32,72.97279266,0.1,1.77995318,1
Files_-9171796578210623153,462,14,33,82.74680539,0.1,1.31658593,1
Files_4318035472425037239,462,14,33,81.55415471,0.1,1.46679955,1
Files_425222974435502500,462,14,33,80.36883021,0.1,1.57986761,1
Files_-3491124859221153590,462,14,33,79.19176906,0.1,1.64640092,1
Files_9056937555917964096,462,14,33,78.02386756,0.1,1.72642994,1
Files_8361640209401683682,462,14,33,76.86597769,0.1,1.79249445,1
Files_6312621728153316732,462,14,33,75.71890426,0.1,1.82195393,1
